Country,Sector,Region,Sub-Region,ATC2,Corporation,Molecule List,Int-Product,NFC123,Int-Pack,Int-Strength,Int-Pack Size,Innovation Insights,Standard Units 2018-07,Standard Units 2019-07,Standard Units 2020-07,US$ MNF 2018-07,US$ MNF 2019-07,US$ MNF 2020-07,KG 2018-07,KG 2019-07,KG 2020-07
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,KOHL MEDICAL AG,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,2436.0,39172.0,42112.0,9591.0,129527.0,136428.0,0.026,0.4167,0.44810000000000005
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,MUNDIPHARMA INT,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 1.4MG+360Y 28,1.4MG+360Y,28,INNOVATIVE BRANDED PRODUCTS,84.0,1316.0,196.0,87.0,1338.0,193.0,0.0002,0.0026,0.0006000000000000001
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,MUNDIPHARMA INT,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 1.4MG+360Y 7,1.4MG+360Y,7,INNOVATIVE BRANDED PRODUCTS,14.0,105.0,7.0,15.0,107.0,7.0,0.0,0.0002,0.0
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,MUNDIPHARMA INT,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 11.4MG+2.9MG 28,11.4MG+2.9MG,28,INNOVATIVE BRANDED PRODUCTS,28.0,812.0,56.0,233.0,6611.0,444.0,0.0004,0.0124,0.0009
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,MUNDIPHARMA INT,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 11.4MG+2.9MG 7,11.4MG+2.9MG,7,INNOVATIVE BRANDED PRODUCTS,,182.0,,,1468.0,,,0.0027,
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,MUNDIPHARMA INT,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 2.9MG+710Y 28,2.9MG+710Y,28,INNOVATIVE BRANDED PRODUCTS,112.0,1904.0,392.0,234.0,3867.0,775.0,0.0004,0.0071,0.0014
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,MUNDIPHARMA INT,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 2.9MG+710Y 7,2.9MG+710Y,7,INNOVATIVE BRANDED PRODUCTS,14.0,91.0,,29.0,189.0,,0.0001,0.0004,
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,MUNDIPHARMA INT,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 5.7MG+1.4MG 28,5.7MG+1.4MG,28,INNOVATIVE BRANDED PRODUCTS,252.0,2912.0,168.0,1048.0,11850.0,664.0,0.0019,0.022099999999999998,0.0012000000000000001
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,MUNDIPHARMA INT,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 5.7MG+1.4MG 7,5.7MG+1.4MG,7,INNOVATIVE BRANDED PRODUCTS,84.0,336.0,,349.0,1371.0,,0.0006,0.0026,
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,MUNDIPHARMA INT,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 700Y+180Y 28,700Y+180Y,28,INNOVATIVE BRANDED PRODUCTS,28.0,560.0,,15.0,288.0,,0.0,0.0005,
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,MUNDIPHARMA INT,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 700Y+180Y 7,700Y+180Y,7,INNOVATIVE BRANDED PRODUCTS,,35.0,,,15.0,,,0.0,
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,MUNDIPHARMA INT,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 8.6MG+2.1MG 28,8.6MG+2.1MG,28,INNOVATIVE BRANDED PRODUCTS,28.0,1148.0,,175.0,7008.0,,0.0003,0.013000000000000001,
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,MUNDIPHARMA INT,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 8.6MG+2.1MG 7,8.6MG+2.1MG,7,INNOVATIVE BRANDED PRODUCTS,,217.0,,,1319.0,,,0.0024999999999999996,
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,NON ORIGINAL BRANDED PRODUCTS,,20524.0,32228.0,,17423.0,26799.0,,0.0545,0.0857
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,NON ORIGINAL BRANDED PRODUCTS,812.0,2926.0,273.0,708.0,2496.0,226.0,0.0022,0.0078,0.0009
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,NON ORIGINAL BRANDED PRODUCTS,2156.0,13804.0,8400.0,7531.0,47161.0,27841.0,0.0229,0.14700000000000002,0.0893
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,105.0,658.0,434.0,367.0,2238.0,1440.0,0.0011,0.007000000000000001,0.0045000000000000005
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,ORIFARM,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,112.0,27440.0,117628.0,435.0,95305.0,391235.0,0.0012,0.29180000000000006,1.2516000000000003
GERMANY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,PB PHARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,,1232.0,1624.0,,4569.0,5924.0,,0.0132,0.0174
HUNGARY,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MERCK & CO,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,16002.0,19516.0,10059.0,12052.0,13523.0,6402.0,0.0426,0.052000000000000005,0.0268
HUNGARY,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MERCK & CO,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,21364.0,24395.0,10227.0,52132.0,55267.0,21024.0,0.2272,0.25959999999999994,0.1089
HUNGARY,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,SUN PHARMA,BUPRENORPHINE!NALOXONE,BULNEXO,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,NON ORIGINAL BRANDED PRODUCTS,,,1932.0,,,1272.0,,,0.0051
HUNGARY,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,SUN PHARMA,BUPRENORPHINE!NALOXONE,BULNEXO,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,,,700.0,,,1292.0,,,0.0074
HUNGARY,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MERCK & CO,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,21259.0,19432.0,17731.0,15972.0,13489.0,11387.0,0.0565,0.05180000000000001,0.04719999999999999
HUNGARY,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MERCK & CO,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,31388.0,34594.0,15946.0,76806.0,78223.0,32968.0,0.3341,0.3681,0.1697
HUNGARY,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,SUN PHARMA,BUPRENORPHINE!NALOXONE,BULNEXO,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,NON ORIGINAL BRANDED PRODUCTS,,,12068.0,,,7915.0,,,0.032
INDIA,RETAIL,AAA,SOUTHEAST ASIA,N7 OTHER CNS DRUGS,SUN PHARMA,BUPRENORPHINE!NALOXONE,QUDICT,AAF SUBLING TABS,SUBL TAB 2MG+500Y 10,2MG+500Y,10,NON ORIGINAL BRANDED PRODUCTS,1210870.0,684650.0,826140.0,312446.0,186035.0,261609.0,3.2211000000000003,1.8212,2.1974
IRELAND,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,RECKITT BENCKISER,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,28224.0,27216.0,29736.0,41795.0,38380.0,40873.0,0.0751,0.0724,0.07919999999999999
IRELAND,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,RECKITT BENCKISER,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,29512.0,30324.0,36680.0,131123.0,128291.0,151279.0,0.31410000000000005,0.3226,0.3902
IRELAND,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,RECKITT BENCKISER,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,15036.0,39676.0,69552.0,22250.0,55776.0,95739.0,0.0402,0.1056,0.185
IRELAND,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,RECKITT BENCKISER,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,11200.0,37436.0,83104.0,49674.0,158019.0,343059.0,0.11920000000000001,0.3985,0.8841999999999999
ITALY,HOSPITAL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 1,16MG+4MG,1,INNOVATIVE BRANDED PRODUCTS,339644.0,404595.0,430293.0,1904264.0,2148561.0,2228865.0,7.227500000000001,8.6098,9.1566
ITALY,HOSPITAL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 1,2MG+500Y,1,INNOVATIVE BRANDED PRODUCTS,4556009.0,4576386.0,4161422.0,3525425.0,3371053.0,2986546.0,12.1189,12.173300000000001,11.0694
ITALY,HOSPITAL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 1,8MG+2MG,1,INNOVATIVE BRANDED PRODUCTS,2424774.0,2097544.0,1731294.0,7526233.0,6200215.0,4980398.0,25.7996,22.317700000000002,18.421
ITALY,HOSPITAL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,MOLTENI,BUPRENORPHINE!NALOXONE,BUNAMOL,AAF SUBLING TABS,SUBL TAB 2MG+500Y 1,2MG+500Y,1,NON ORIGINAL BRANDED PRODUCTS,,,20442.0,,,9860.0,,,0.0544
ITALY,HOSPITAL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,AAF SUBLING TABS,SUBL TAB 2MG+500Y 1,2MG+500Y,1,UNBRANDED PRODUCTS,,,189721.0,,,83556.0,,,0.5045999999999999
ITALY,HOSPITAL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,AAF SUBLING TABS,SUBL TAB 8MG+2MG 1,8MG+2MG,1,UNBRANDED PRODUCTS,,,199641.0,,,317460.0,,,2.1242
ITALY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,15169.0,17143.0,20251.0,11632.0,12494.0,14411.0,0.04020000000000001,0.045799999999999993,0.0539
ITALY,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,4354.0,3920.0,4368.0,13401.0,11455.0,12487.0,0.0463,0.0418,0.0465
LATVIA,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPENSAN DUO,AAF SUBLING TABS,SUBL TAB 4MG+1MG 7,4MG+1MG,7,NON ORIGINAL BRANDED PRODUCTS,,,28.0,,,73.0,,,0.0001
LATVIA,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPENSAN DUO,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,,42.0,140.0,,138.0,466.0,,0.00039999999999999996,0.0015
LATVIA,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,567.0,462.0,280.0,3238.0,2417.0,1539.0,0.0058,0.0047,0.0028
LATVIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPENSAN DUO,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,NON ORIGINAL BRANDED PRODUCTS,,161.0,35.0,,341.0,73.0,,0.00030000000000000003,0.0001
LATVIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPENSAN DUO,AAF SUBLING TABS,SUBL TAB 4MG+1MG 7,4MG+1MG,7,NON ORIGINAL BRANDED PRODUCTS,,294.0,1190.0,,746.0,2967.0,,0.0016,0.0063
LATVIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPENSAN DUO,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,,13545.0,38850.0,,44132.0,124892.0,,0.1442,0.4134
LATVIA,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,44240.0,25375.0,11270.0,258431.0,141865.0,60690.0,0.44250000000000006,0.254,0.1128
LITHUANIA,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,G.L. PHARMA,BUPRENORPHINE!NALOXONE,BUPENSAN DUO,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,,,140.0,,,564.0,,,0.0015
LITHUANIA,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,2828.0,2856.0,4326.0,15718.0,15490.0,22983.0,0.030100000000000002,0.030199999999999998,0.046099999999999995
LUXEMBOURG,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,RECKITT BENCKISER,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,9632.0,7336.0,6692.0,9194.0,6632.0,5790.0,0.024299999999999995,0.018199999999999997,0.0167
LUXEMBOURG,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,RECKITT BENCKISER,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,56.0,14.0,,53.0,13.0,,0.0001,0.0,
LUXEMBOURG,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,RECKITT BENCKISER,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,2520.0,2408.0,2576.0,7218.0,7004.0,7163.0,0.0252,0.024100000000000003,0.025699999999999997
LUXEMBOURG,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,RECKITT BENCKISER,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,616.0,287.0,105.0,1868.0,828.0,292.0,0.006200000000000001,0.003,0.001
NETHERLANDS,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,AUROBINDO,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AURB,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,UNBRANDED PRODUCTS,,,37436.0,,,33527.0,,,0.0995
NETHERLANDS,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,AUROBINDO,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AURB,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,UNBRANDED PRODUCTS,,,22036.0,,,63390.0,,,0.2345
NETHERLANDS,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,,7.0,112.0,,45.0,699.0,,0.0001,0.0023
NETHERLANDS,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,74739.0,62804.0,31913.0,80079.0,62587.0,28802.0,0.1988,0.1672,0.08479999999999999
NETHERLANDS,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,33775.0,18655.0,9821.0,116696.0,60534.0,28002.0,0.35950000000000004,0.1986,0.10439999999999999
NETHERLANDS,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,UNBRANDED PRODUCTS,,4746.0,3297.0,,4543.0,2309.0,,0.012700000000000001,0.008700000000000001
NETHERLANDS,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,NON ORIGINAL BRANDED PRODUCTS,7126.0,2499.0,980.0,7364.0,2563.0,877.0,0.0189,0.0066,0.0026
NETHERLANDS,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,3570.0,19131.0,10752.0,11915.0,60757.0,31593.0,0.038,0.2035,0.1144
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,AUROBINDO,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AURB,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,UNBRANDED PRODUCTS,,2471.0,143325.0,,2106.0,114871.0,,0.0066,0.38110000000000005
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,AUROBINDO,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AURB,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,UNBRANDED PRODUCTS,,189.0,47964.0,,517.0,123596.0,,0.002,0.5105000000000001
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,6237.0,2660.0,812.0,5940.0,2394.0,650.0,0.0165,0.007100000000000002,0.0021000000000000003
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,3556.0,2898.0,595.0,11000.0,8339.0,1541.0,0.038,0.0309,0.0062
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,7.0,1470.0,2184.0,42.0,8560.0,12351.0,0.0001,0.0313,0.04650000000000001
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,505295.0,451822.0,401247.0,483618.0,401408.0,319260.0,1.3437999999999999,1.2017999999999998,1.0671
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,252077.0,207123.0,188223.0,780221.0,591794.0,478635.0,2.6821,2.2039,2.0026999999999995
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,UNBRANDED PRODUCTS,,16317.0,35154.0,,14057.0,28318.0,,0.0434,0.0935
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,UNBRANDED PRODUCTS,,1036.0,3416.0,,2871.0,8773.0,,0.0109,0.036300000000000006
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,NON ORIGINAL BRANDED PRODUCTS,19985.0,43596.0,8778.0,18497.0,39772.0,7062.0,0.05310000000000001,0.1162,0.023399999999999997
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUNALICT,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,NON ORIGINAL BRANDED PRODUCTS,9828.0,77854.0,36505.0,29385.0,222342.0,94861.0,0.10460000000000001,0.8281000000000001,0.38849999999999996
NEW ZEALAND,HOSPITAL,AAA,SOUTHEAST ASIA,N7 OTHER CNS DRUGS,CONCORDIA,BUPRENORPHINE!NALOXONE,BNM BUP/NALX,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,UNBRANDED PRODUCTS,,,1708.0,,,777.0,,,0.0045000000000000005
NEW ZEALAND,HOSPITAL,AAA,SOUTHEAST ASIA,N7 OTHER CNS DRUGS,CONCORDIA,BUPRENORPHINE!NALOXONE,BNM BUP/NALX,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,UNBRANDED PRODUCTS,,,1260.0,,,1678.0,,,0.013499999999999998
NEW ZEALAND,HOSPITAL,AAA,SOUTHEAST ASIA,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,5264.0,5040.0,1708.0,7618.0,6924.0,2237.0,0.013800000000000002,0.013400000000000002,0.0045000000000000005
