Country,Sector,Region,Sub-Region,ATC2,Corporation,Molecule List,Int-Product,NFC123,Int-Pack,Int-Strength,Int-Pack Size,Innovation Insights,Month,Standard Units,US$ MNF,KG
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Aug 2017,623,$589,0.0017
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Jul 2020,28,$66,0.0003
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Apr 2020,28,$70,0.0003
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Feb 2020,14,$35,0.0001
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Jan 2020,7,$18,0.0001
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Dec 2019,98,$252,0.001
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Nov 2019,98,$251,0.001
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Oct 2019,133,$340,0.0014
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Sep 2019,112,$300,0.0012
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Aug 2019,77,$209,0.0008
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Jul 2019,119,$325,0.0013
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Jun 2019,119,$327,0.0013
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,May 2019,210,$572,0.0022
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Apr 2019,140,$383,0.0015
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Mar 2019,329,$948,0.0035
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Feb 2019,168,$486,0.0018
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Jan 2019,147,$428,0.0016
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Dec 2018,392,"$1,137",0.0042
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Nov 2018,371,"$1,074",0.0039
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Oct 2018,420,"$1,230",0.0045
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Sep 2018,217,$645,0.0023
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Aug 2018,266,$784,0.0028
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Jul 2018,420,"$1,253",0.0045
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Jun 2018,252,$752,0.0027
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,May 2018,476,"$1,437",0.0051
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Apr 2018,462,"$1,448",0.0049
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Mar 2018,364,"$1,170",0.0039
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Feb 2018,420,"$1,351",0.0045
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Jan 2018,84,$267,0.0009
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Dec 2017,63,$195,0.0007
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Nov 2017,182,$556,0.0019
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Oct 2017,224,$686,0.0024
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Sep 2017,385,"$1,195",0.0041
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,FISHER FARMA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,Aug 2017,224,$690,0.0024
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Jul 2020,203,"$1,189",0.0043
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Jun 2020,133,$765,0.0028
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,May 2020,280,"$1,559",0.006
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Apr 2020,182,"$1,011",0.0039
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Mar 2020,350,"$1,978",0.0074
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Feb 2020,182,"$1,014",0.0039
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Jan 2020,245,"$1,390",0.0052
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Dec 2019,196,"$1,113",0.0042
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Nov 2019,133,$751,0.0028
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Oct 2019,84,$474,0.0018
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Sep 2019,112,$630,0.0024
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Aug 2019,84,$477,0.0018
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Jul 2019,112,$642,0.0024
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Jun 2019,84,$485,0.0018
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,May 2019,105,$600,0.0022
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Apr 2019,28,$161,0.0006
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Mar 2019,7,$40,0.0001
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Feb 2019,28,$162,0.0006
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Dec 2018,294,"$1,709",0.0063
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Nov 2018,399,"$2,317",0.0085
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Sep 2018,126,$751,0.0027
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,Aug 2018,287,"$1,693",0.0061
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 7,16MG+4MG,7,INNOVATIVE BRANDED PRODUCTS,May 2018,7,$42,0.0001
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jul 2020,"32,627","$26,946",0.0868
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jun 2020,"31,773","$23,847",0.0845
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,May 2020,"33,208","$24,136",0.0883
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Apr 2020,"29,491","$23,088",0.0784
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Mar 2020,"36,631","$29,197",0.0974
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Feb 2020,"29,330","$23,043",0.078
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jan 2020,"34,188","$27,349",0.0909
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Dec 2019,"37,625","$30,115",0.1001
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Nov 2019,"32,795","$26,106",0.0872
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Oct 2019,"37,394","$29,770",0.0995
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Sep 2019,"33,061","$27,659",0.0879
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Aug 2019,"33,124","$28,004",0.0881
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jul 2019,"41,804","$35,638",0.1112
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jun 2019,"39,438","$33,845",0.1049
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,May 2019,"47,495","$40,373",0.1263
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Apr 2019,"42,742","$36,496",0.1137
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Mar 2019,"44,219","$39,835",0.1176
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Feb 2019,"37,688","$34,089",0.1003
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jan 2019,"39,235","$35,716",0.1044
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Dec 2018,"40,502","$36,738",0.1077
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Nov 2018,"37,786","$34,225",0.1005
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Oct 2018,"35,637","$32,646",0.0948
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Sep 2018,"15,428","$14,338",0.041
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Aug 2018,"29,848","$27,469",0.0794
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jul 2018,"38,500","$35,852",0.1024
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Jun 2018,"37,646","$35,032",0.1001
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,May 2018,"42,231","$39,795",0.1123
NETHERLANDS,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,Apr 2018,"40,432","$39,566",0.1075
